Käyttöönottovuosi,Merkki,Malli,"Katsastusten
lukumäärä",Hylkäys-%,"Ajettujen
kilometrien
keskiarvo","Ajettujen
kilometrien
mediaani",Yleisin hylkäyssyy,"Toiseksi yleisin
hylkäyssyy","Kolmanneksi yleisin
hylkäyssyy"
2010,Hyundai,IX35,249,12.05,157000,146000,"Jousitus ja
iskunvaimennus",Etuakselisto,
2010,Hyundai,SONATA,137,16.06,149000,126000,,,
2010,Jaguar,Mallit yhteensä,219,9.59,154000,148000,Taka-akselisto,,
2010,Jaguar,XF,168,8.33,159000,154000,,,
2010,Jeep,Mallit yhteensä,116,33.62,170000,158000,Taka-akselisto,Etuakselisto,"Jousitus ja
iskunvaimennus"
2010,Kia,Mallit yhteensä,4110,17.93,137000,129000,"Seisontajarrun
dynamometritesti",Käyttöjarru,Etuakselisto
2010,Kia,CEED,3182,17.1,136000,129000,"Seisontajarrun
dynamometritesti",Käyttöjarru,"Dieselmoottorin
pakokaasumittaus"
2010,Kia,SORENTO,247,31.17,183000,180000,Etuakselisto,"Seisontajarrun
dynamometritesti",Käyttöjarru
2010,Kia,SOUL,124,20.16,124000,116000,,,
2010,Kia,SPORTAGE,103,14.56,136000,125000,,,
2010,Kia,VENGA,348,13.79,113000,107000,Käyttöjarru,"Jousitus ja
iskunvaimennus","Ohjausnivelet ja
-tangot"
2010,Land Rover,Mallit yhteensä,183,15.3,175000,166000,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti",Taka-akselisto
2010,Lexus,Mallit yhteensä,276,6.16,144000,144000,,,
2010,Lexus,RX450H,186,6.99,141000,140000,,,
2010,Mazda,Mallit yhteensä,2633,13.14,138000,130000,Etuakselisto,Käyttöjarru,"Käyttöjarrun
dynamometritesti"
2010,Mazda,2,279,15.05,94000,89000,"Ohjausnivelet ja
-tangot",Etuakselisto,Käyttöjarru
2010,Mazda,3,728,10.03,122000,115000,Etuakselisto,"Jousitus ja
iskunvaimennus","Sisäinen
valvontajärjestelmä
(OBD)"
2010,Mazda,5,180,25.56,152000,149000,Etuakselisto,,
2010,Mazda,6,1372,11.88,152000,144000,Käyttöjarru,Etuakselisto,"Käyttöjarrun
dynamometritesti"
2010,Mercedes-Benz,Mallit yhteensä,7751,13.73,200000,183000,"Seisontajarrun
dynamometritesti","Jousitus ja
iskunvaimennus",Etuakselisto
2010,Mercedes-Benz,A,672,9.38,97000,91000,"Jousitus ja
iskunvaimennus",Käyttöjarru,"Käyttöjarrun
dynamometritesti"
2010,Mercedes-Benz,B,362,20.72,135000,129000,Etuakselisto,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti"
2010,Mercedes-Benz,C,2459,12.12,197000,190000,"Seisontajarrun
dynamometritesti",Etuakselisto,Käyttöjarru
2010,Mercedes-Benz,E,3246,13.31,224000,206000,"Seisontajarrun
dynamometritesti","Jousitus ja
iskunvaimennus",Käyttöjarru
2010,Mercedes-Benz,GLK,385,15.32,170000,159000,Etuakselisto,"Seisontajarrun
dynamometritesti","Jousitus ja
iskunvaimennus"
2010,Mercedes-Benz,M,113,15.93,187000,185000,,,
2010,Mercedes-Benz,SPRINTER,137,28.47,419000,441000,"Seisontajarrun
dynamometritesti","Ohjausnivelet ja
-tangot",Käyttöjarru
2010,Mini,Mallit yhteensä,284,11.97,111000,106000,"Sisäinen
valvontajärjestelmä
(OBD)",,
2010,Mini,COOPER,254,11.81,111000,106000,,,
2010,Mitsubishi,Mallit yhteensä,983,13.02,149000,142000,Käyttöjarru,"Ohjausnivelet ja
-tangot",
2010,Mitsubishi,ASX,226,7.96,145000,140000,,,
2010,Mitsubishi,COLT,125,8,93000,90000,,,
2010,Mitsubishi,LANCER,254,9.06,120000,116000,,,
2010,Mitsubishi,OUTLANDER,332,20.48,186000,180000,Käyttöjarru,"Ohjausnivelet ja
-tangot","Jousitus ja
iskunvaimennus"
2010,Nissan,Mallit yhteensä,6143,22.45,134000,129000,Etuakselisto,"Seisontajarrun
dynamometritesti",Käyttöjarru
2010,Nissan,JUKE,222,24.32,114000,112000,Etuakselisto,,
2010,Nissan,MICRA,296,10.47,86000,82000,Etuakselisto,,
2010,Nissan,NOTE,865,21.62,112000,108000,Etuakselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
2010,Nissan,QASHQAI,2878,19.87,137000,132000,Etuakselisto,"Seisontajarrun
dynamometritesti",Käyttöjarru
2010,Nissan,QASHQAI+2,1317,31.13,164000,160000,Etuakselisto,"Seisontajarrun
dynamometritesti",Käyttöjarru
2010,Nissan,TIIDA,370,20.27,97000,93000,Etuakselisto,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti"
2010,Nissan,X-TRAIL,105,21.9,170000,167000,Etuakselisto,,
2010,Opel,Mallit yhteensä,4582,14.54,134000,125000,"Jousitus ja
iskunvaimennus",Käyttöjarru,"Seisontajarrun
dynamometritesti"
2010,Opel,ASTRA,3014,14.53,126000,120000,"Jousitus ja
iskunvaimennus",Käyttöjarru,"Seisontajarrun
dynamometritesti"
2010,Opel,CORSA,495,17.37,102000,96000,"Jousitus ja
iskunvaimennus",,
2010,Opel,INSIGNIA,745,9.53,180000,173000,Käyttöjarru,"Jousitus ja
iskunvaimennus","Käyttöjarrun
dynamometritesti"
2010,Opel,MERIVA,138,17.39,113000,106000,"Ohjausnivelet ja
-tangot",,
2010,Opel,ZAFIRA,172,23.84,178000,170000,"Ohjausnivelet ja
-tangot",Etuakselisto,
2010,Peugeot,Mallit yhteensä,4078,22.46,139000,132000,Etuakselisto,"Ohjausnivelet ja
-tangot",Käyttöjarru
2010,Peugeot,206,496,13.31,83000,79000,"Ohjausnivelet ja
-tangot",Etuakselisto,"Sisäinen
valvontajärjestelmä
(OBD)"
2010,Peugeot,207,682,20.67,104000,95000,Etuakselisto,"Käyttöjarrun
dynamometritesti","Ohjausnivelet ja
-tangot"
2010,Peugeot,3008,1092,24.91,161000,159000,Etuakselisto,Käyttöjarru,"Ohjausnivelet ja
-tangot"
2010,Peugeot,308,911,21.73,143000,137000,Etuakselisto,Käyttöjarru,"Ohjausnivelet ja
-tangot"
2010,Peugeot,407,142,12.68,166000,166000,Etuakselisto,,
2010,Peugeot,5008,511,33.46,185000,174000,Etuakselisto,"Ohjausnivelet ja
-tangot",Käyttöjarru
2010,Porsche,Mallit yhteensä,162,7.41,128000,125000,,,
2010,Porsche,CAYENNE,111,9.01,146000,139000,,,
2010,Renault,Mallit yhteensä,1735,24.55,138000,130000,"Ohjausnivelet ja
-tangot",Etuakselisto,"Jousitus ja
iskunvaimennus"
2010,Renault,CLIO,293,33.79,92000,87000,"Ohjausnivelet ja
-tangot",Etuakselisto,"Jousitus ja
iskunvaimennus"
2010,Renault,MEGANE,853,20.05,136000,132000,Etuakselisto,Käyttöjarru,"Ohjausnivelet ja
-tangot"
2010,Renault,"MEGANE
SCENIC",494,26.52,165000,156000,"Jousitus ja
iskunvaimennus","Ohjausnivelet ja
-tangot",Etuakselisto
2010,Saab,Mallit yhteensä,336,12.8,168000,166000,"Jousitus ja
iskunvaimennus",,
2010,Saab,9-3,188,17.02,171000,171000,"Jousitus ja
iskunvaimennus",,
2010,Saab,9-5,148,7.43,164000,156000,,,
2010,Seat,Mallit yhteensä,1425,11.58,151000,144000,Käyttöjarru,"Jousitus ja
iskunvaimennus","Käyttöjarrun
dynamometritesti"
2010,Seat,ALTEA XL,259,13.9,179000,170000,"Jousitus ja
iskunvaimennus",,
2010,Seat,EXEO,285,12.63,175000,168000,Käyttöjarru,Etuakselisto,Renkaat ja vanteet
2010,Seat,IBIZA,529,10.59,119000,112000,Käyttöjarru,"Käyttöjarrun
dynamometritesti","Jousitus ja
iskunvaimennus"
2010,Seat,LEON,321,10.59,158000,150000,Käyttöjarru,"Seisontajarrun
dynamometritesti","Jousitus ja
iskunvaimennus"
2010,Skoda,Mallit yhteensä,9215,10.74,170000,161000,"Jousitus ja
iskunvaimennus",Käyttöjarru,"Käyttöjarrun
dynamometritesti"
2010,Skoda,FABIA,816,9.68,114000,108000,Käyttöjarru,"Seisontajarrun
dynamometritesti","Jousitus ja
iskunvaimennus"
2010,Skoda,OCTAVIA,5504,10.59,168000,160000,Käyttöjarru,"Jousitus ja
iskunvaimennus","Käyttöjarrun
dynamometritesti"
2010,Skoda,ROOMSTER,140,15.71,134000,127000,Käyttöjarru,,
2010,Skoda,SUPERB,1844,11.77,212000,204000,"Jousitus ja
iskunvaimennus",Renkaat ja vanteet,Etuakselisto
2010,Skoda,YETI,911,9.77,153000,146000,"Jousitus ja
iskunvaimennus",Etuakselisto,"Sisäinen
valvontajärjestelmä
(OBD)"
2010,Smart,Mallit yhteensä,105,15.24,66000,59000,,,
2010,Smart,FORTWO,105,15.24,66000,59000,,,
2010,Subaru,Mallit yhteensä,1325,13.43,180000,175000,Taka-akselisto,Etuakselisto,Käyttöjarru
2010,Subaru,FORESTER,559,14.31,178000,168000,Taka-akselisto,Etuakselisto,Käyttöjarru
2010,Subaru,LEGACY,753,12.75,183000,181000,Taka-akselisto,Käyttöjarru,Etuakselisto
2010,Suzuki,Mallit yhteensä,880,11.93,105000,97000,"Jousitus ja
iskunvaimennus","Käyttöjarrun
dynamometritesti",Käyttöjarru
2010,Suzuki,ALTO,271,5.9,84000,80000,"Käyttöjarrun
dynamometritesti",,
2010,Suzuki,SX4,410,17.07,109000,104000,"Jousitus ja
iskunvaimennus",,
2010,Toyota,Mallit yhteensä,15104,6.7,136000,125000,Käyttöjarru,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti"
2010,Toyota,AURIS,2436,5.5,111000,104000,Käyttöjarru,"Seisontajarrun
dynamometritesti",
2010,Toyota,AVENSIS,4723,5.99,159000,148000,Taka-akselisto,Käyttöjarru,"Käyttöjarrun
dynamometritesti"
2010,Toyota,AYGO,269,10.78,87000,79000,,,
2010,Toyota,COROLLA,1630,4.29,111000,106000,"Seisontajarrun
dynamometritesti",Käyttöjarru,
2010,Toyota,LAND CRUISER,310,6.77,208000,203000,,,
2010,Toyota,PRIUS,561,6.77,143000,141000,"Seisontajarrun
dynamometritesti",Käyttöjarru,Renkaat ja vanteet
2010,Toyota,RAV4,704,8.24,156000,151000,"Jousitus ja
iskunvaimennus",Käyttöjarru,
2010,Toyota,URBAN CRUISER,504,8.93,123000,117000,Käyttöjarru,"Sisäinen
valvontajärjestelmä
(OBD)",
2010,Toyota,VERSO,1301,9.22,165000,152000,Käyttöjarru,"Seisontajarrun
dynamometritesti",Renkaat ja vanteet
2010,Toyota,YARIS,2480,8.06,102000,92000,"Jousitus ja
iskunvaimennus",Käyttöjarru,
2010,Volkswagen,Mallit yhteensä,15172,13.31,155000,141000,"Jousitus ja
iskunvaimennus",Käyttöjarru,"Seisontajarrun
dynamometritesti"
2010,Volkswagen,CADDY,402,18.41,222000,199000,"Jousitus ja
iskunvaimennus",Käyttöjarru,Etuakselisto
2010,Volkswagen,CARAVELLE,166,13.86,202000,187000,,,
2010,Volkswagen,CC,437,13.04,153000,146000,"Jousitus ja
iskunvaimennus",Renkaat ja vanteet,"Sisäinen
valvontajärjestelmä
(OBD)"
2010,Volkswagen,GOLF,7515,13.48,141000,133000,"Jousitus ja
iskunvaimennus","Käyttöjarrun
dynamometritesti","Seisontajarrun
dynamometritesti"
2010,Volkswagen,JETTA,562,12.28,133000,126000,"Jousitus ja
iskunvaimennus","Käyttöjarrun
dynamometritesti",Käyttöjarru
2010,Volkswagen,PASSAT,2235,12.62,201000,195000,"Jousitus ja
iskunvaimennus",Renkaat ja vanteet,"Sisäinen
valvontajärjestelmä
(OBD)"
2010,Volkswagen,POLO,2231,10.8,104000,98000,Käyttöjarru,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti"
2010,Volkswagen,TIGUAN,509,9.43,172000,168000,"Jousitus ja
iskunvaimennus",Etuakselisto,
2010,Volkswagen,TOUAREG,109,11.93,182000,184000,,,
2010,Volkswagen,TOURAN,544,18.38,189000,177000,"Seisontajarrun
dynamometritesti","Jousitus ja
iskunvaimennus","Käyttöjarrun
dynamometritesti"
2010,Volkswagen,TRANSPORTER,238,22.69,374000,383000,"Ohjausnivelet ja
-tangot","Jousitus ja
iskunvaimennus",
2010,Volvo,Mallit yhteensä,8011,10.22,199000,189000,"Jousitus ja
iskunvaimennus",Käyttöjarru,Etuakselisto
2010,Volvo,C30,237,5.91,141000,134000,,,
2010,Volvo,S40,444,9.23,158000,152000,Etuakselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
2010,Volvo,S60,482,5.81,157000,156000,,,
2010,Volvo,S80,378,8.73,217000,194000,Käyttöjarru,,
2010,Volvo,V50,1624,13.36,184000,179000,Etuakselisto,"Jousitus ja
iskunvaimennus",Renkaat ja vanteet
2010,Volvo,V60,194,8.76,181000,178000,,,
2010,Volvo,V70,2790,10.65,229000,213000,Käyttöjarru,Taka-akselisto,
2010,Volvo,XC60,1445,9.13,193000,190000,"Jousitus ja
iskunvaimennus",Taka-akselisto,Käyttöjarru
2010,Volvo,XC70,276,7.97,213000,202000,,,
2010,Volvo,XC90,104,15.38,193000,188000,"Seisontajarrun
dynamometritesti",,
2011,Merkit yhteensä,Mallit yhteensä,134345,11.01,137000,126000,Etuakselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
2011,Alfa Romeo,Mallit yhteensä,504,15.08,112000,105000,"Sisäinen
valvontajärjestelmä
(OBD)",Käyttöjarru,"Jousitus ja
iskunvaimennus"
2011,Alfa Romeo,GIULIETTA,371,12.67,111000,106000,"Sisäinen
valvontajärjestelmä
(OBD)",Käyttöjarru,"Jousitus ja
iskunvaimennus"
2011,Audi,Mallit yhteensä,7519,5,149000,142000,Käyttöjarru,"Jousitus ja
iskunvaimennus",
2011,Audi,A1,302,10.26,87000,79000,Käyttöjarru,,
2011,Audi,A3,1185,7.51,118000,115000,"Käyttöjarrun
dynamometritesti","Jousitus ja
iskunvaimennus",Käyttöjarru
2011,Audi,A4,2566,4.44,156000,149000,"Jousitus ja
iskunvaimennus",Renkaat ja vanteet,Käyttöjarru
2011,Audi,A5,604,3.97,140000,135000,,,
2011,Audi,A6,1551,4.71,175000,170000,Renkaat ja vanteet,,
2011,Audi,A7,340,1.76,149000,147000,,,
2011,Audi,Q5,526,3.23,157000,155000,,,
2011,Audi,Q7,202,5.94,185000,164000,,,
2011,BMW,Mallit yhteensä,6800,13.54,159000,155000,Etuakselisto,"Jousitus ja
iskunvaimennus",Taka-akselisto
2011,BMW,1,776,7.99,117000,113000,Käyttöjarru,Taka-akselisto,
2011,BMW,3,1235,12.31,156000,149000,Taka-akselisto,Käyttöjarru,Renkaat ja vanteet
2011,BMW,5,3081,16.62,177000,173000,Etuakselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
2011,BMW,X1,416,15.14,139000,131000,Etuakselisto,Taka-akselisto,"Ohjausnivelet ja
-tangot"
2011,BMW,X3,726,11.57,155000,153000,"Ohjausnivelet ja
-tangot","Jousitus ja
iskunvaimennus",Taka-akselisto
2011,BMW,X5,266,8.27,157000,154000,,,
2011,BMW,X6,117,16.24,149000,150000,,,
2011,Chevrolet,Mallit yhteensä,1407,19.83,113000,103000,"Jousitus ja
iskunvaimennus",Etuakselisto,Käyttöjarru
2011,Chevrolet,AVEO,166,24.7,76000,72000,Etuakselisto,,
2011,Chevrolet,CRUZE,792,19.82,110000,106000,"Jousitus ja
iskunvaimennus",Käyttöjarru,Etuakselisto
2011,Chevrolet,ORLANDO,128,21.88,180000,151000,"Jousitus ja
iskunvaimennus",,
2011,Chevrolet,SPARK,185,17.3,82000,77000,Asiapaperit,"Käyttöjarrun
dynamometritesti","Jousitus ja
iskunvaimennus"
2011,Citroen,Mallit yhteensä,3613,16.08,113000,103000,Etuakselisto,Käyttöjarru,"Jousitus ja
iskunvaimennus"
2011,Citroen,BERLINGO,164,13.41,125000,115000,Etuakselisto,,
2011,Citroen,C1,311,5.14,72000,67000,,,
2011,Citroen,C3,624,16.99,83000,80000,Etuakselisto,"Jousitus ja
iskunvaimennus","Sisäinen
valvontajärjestelmä
(OBD)"
2011,Citroen,C3 PICASSO,193,21.24,102000,99000,Etuakselisto,,
2011,Citroen,C4,1068,14.89,114000,109000,Etuakselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
2011,Citroen,C4 PICASSO,345,26.09,131000,124000,"Ohjausnivelet ja
-tangot",Etuakselisto,Käyttöjarru
2011,Citroen,C5,567,17.28,160000,150000,Etuakselisto,"Ohjausnivelet ja
-tangot","Sisäinen
valvontajärjestelmä
(OBD)"
2011,Citroen,DS3,154,13.64,93000,88000,"Sisäinen
valvontajärjestelmä
(OBD)",,
2011,Citroen,DS4,124,15.32,111000,103000,Käyttöjarru,,
2011,Dacia,Mallit yhteensä,781,28.94,124000,116000,Etuakselisto,"Ohjausnivelet ja
-tangot","Jousitus ja
iskunvaimennus"
2011,Dacia,DUSTER,631,29.64,129000,120000,Etuakselisto,"Ohjausnivelet ja
-tangot","Jousitus ja
iskunvaimennus"
2011,Fiat,Mallit yhteensä,1060,20.09,84000,77000,Etuakselisto,"Jousitus ja
iskunvaimennus","Sisäinen
valvontajärjestelmä
(OBD)"
2011,Fiat,500,373,23.86,71000,66000,Etuakselisto,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti"
2011,Fiat,PUNTO,536,17.16,84000,79000,"Ohjausnivelet ja
-tangot","Sisäinen
valvontajärjestelmä
(OBD)","Jousitus ja
iskunvaimennus"
2011,Ford,Mallit yhteensä,10976,11.81,134000,123000,"Jousitus ja
iskunvaimennus","Ohjausnivelet ja
-tangot",Käyttöjarru
2011,Ford,FIESTA,2101,12.28,87000,82000,"Ohjausnivelet ja
-tangot","Jousitus ja
iskunvaimennus",Etuakselisto
2011,Ford,FOCUS,3947,8.87,121000,115000,"Jousitus ja
iskunvaimennus",Etuakselisto,Käyttöjarru
2011,Ford,FOCUS C-MAX,667,6.3,134000,130000,Renkaat ja vanteet,"Seisontajarrun
dynamometritesti",Käyttöjarru
2011,Ford,FUSION,208,5.77,88000,81000,,,
2011,Ford,GALAXY,179,21.79,211000,184000,Taka-akselisto,"Jousitus ja
iskunvaimennus",Renkaat ja vanteet
2011,Ford,GRAND C-MAX,540,13.52,161000,153000,Käyttöjarru,Taka-akselisto,Renkaat ja vanteet
2011,Ford,KA,166,18.67,72000,70000,Etuakselisto,,
2011,Ford,KUGA,287,14.98,168000,163000,"Jousitus ja
iskunvaimennus",,
2011,Ford,MONDEO,2250,14.31,173000,163000,"Jousitus ja
iskunvaimennus",Taka-akselisto,"Ohjausnivelet ja
-tangot"
2011,Ford,S-MAX,471,18.9,193000,182000,"Jousitus ja
iskunvaimennus",Taka-akselisto,"Ohjausnivelet ja
-tangot"
2011,Ford,TRANSIT,126,26.98,274000,219000,Etuakselisto,Käyttöjarru,
2011,Honda,Mallit yhteensä,3150,6.06,123000,116000,Käyttöjarru,"Jousitus ja
iskunvaimennus",
2011,Honda,ACCORD,728,5.49,143000,136000,Käyttöjarru,,
2011,Honda,CIVIC,641,8.58,96000,92000,"Jousitus ja
iskunvaimennus",Käyttöjarru,
2011,Honda,CR-V,1104,5.71,146000,140000,Käyttöjarru,"Jousitus ja
iskunvaimennus",
2011,Honda,INSIGHT,118,8.47,117000,104000,,,
2011,Honda,JAZZ,525,4.19,83000,80000,Käyttöjarru,,
2011,Hyundai,Mallit yhteensä,4414,15.18,111000,99000,"Seisontajarrun
dynamometritesti",Etuakselisto,Käyttöjarru
2011,Hyundai,I20,1280,9.84,83000,77000,"Käyttöjarrun
dynamometritesti",Käyttöjarru,"Seisontajarrun
dynamometritesti"
2011,Hyundai,I30,1754,13.28,110000,100000,"Seisontajarrun
dynamometritesti",Etuakselisto,Käyttöjarru
2011,Hyundai,I40,455,31.43,165000,156000,"Ohjausnivelet ja
-tangot",Taka-akselisto,"Jousitus ja
iskunvaimennus"
2011,Hyundai,IX20,304,11.51,90000,84000,"Seisontajarrun
dynamometritesti","Jousitus ja
iskunvaimennus",Käyttöjarru
2011,Hyundai,IX35,451,19.07,136000,129000,"Ohjausnivelet ja
-tangot",Etuakselisto,
2011,Hyundai,SANTA FE,111,32.43,182000,174000,Etuakselisto,"Seisontajarrun
dynamometritesti",Käyttöjarru
2011,Jaguar,Mallit yhteensä,161,7.45,129000,128000,,,
2011,Jaguar,XF,126,7.14,139000,136000,,,
2011,Jeep,Mallit yhteensä,145,28.97,137000,127000,Taka-akselisto,Etuakselisto,Asiapaperit
2011,Kia,Mallit yhteensä,6059,14.9,114000,108000,"Seisontajarrun
dynamometritesti",Etuakselisto,Käyttöjarru
2011,Kia,CEED,2881,14.51,120000,114000,"Seisontajarrun
dynamometritesti",Etuakselisto,Renkaat ja vanteet
2011,Kia,PICANTO,277,10.11,74000,71000,Käyttöjarru,,
2011,Kia,RIO,372,10.22,87000,83000,Käyttöjarru,"Käyttöjarrun
dynamometritesti","Jousitus ja
iskunvaimennus"
2011,Kia,SORENTO,400,23,168000,164000,Etuakselisto,"Seisontajarrun
dynamometritesti",Käyttöjarru
2011,Kia,SOUL,104,11.54,106000,104000,,,
2011,Kia,SPORTAGE,853,22.51,133000,128000,Etuakselisto,Taka-akselisto,"Seisontajarrun
dynamometritesti"
2011,Kia,VENGA,1168,10.53,87000,82000,Käyttöjarru,"Jousitus ja
iskunvaimennus","Käyttöjarrun
dynamometritesti"
2011,Land Rover,Mallit yhteensä,230,12.17,155000,149000,,,
2011,Lexus,Mallit yhteensä,373,2.68,120000,115000,,,
2011,Lexus,CT200H,245,2.86,116000,113000,,,
2011,Mazda,Mallit yhteensä,2027,9.37,117000,111000,Etuakselisto,Käyttöjarru,"Käyttöjarrun
dynamometritesti"
2011,Mazda,2,237,13.08,77000,73000,"Ohjausnivelet ja
-tangot",,
2011,Mazda,3,454,3.96,97000,94000,,,
2011,Mazda,5,154,16.88,151000,135000,Etuakselisto,,
2011,Mazda,6,1163,9.54,127000,122000,Käyttöjarru,Etuakselisto,"Käyttöjarrun
dynamometritesti"
2011,Mercedes-Benz,Mallit yhteensä,8748,11.2,179000,158000,"Seisontajarrun
dynamometritesti","Jousitus ja
iskunvaimennus",Käyttöjarru
2011,Mercedes-Benz,A,515,5.05,83000,79000,,,
2011,Mercedes-Benz,B,338,13.31,111000,97000,"Jousitus ja
iskunvaimennus",Käyttöjarru,"Seisontajarrun
dynamometritesti"
2011,Mercedes-Benz,C,3606,10.37,170000,164000,"Seisontajarrun
dynamometritesti",Käyttöjarru,Etuakselisto
2011,Mercedes-Benz,CLS,302,10.26,131000,130000,"Seisontajarrun
dynamometritesti",,
2011,Mercedes-Benz,E,2614,10.41,210000,185000,"Seisontajarrun
dynamometritesti","Jousitus ja
iskunvaimennus",Käyttöjarru
2011,Mercedes-Benz,GLK,429,16.78,163000,151000,Etuakselisto,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti"
2011,Mercedes-Benz,M,264,9.09,158000,154000,"Jousitus ja
iskunvaimennus",,
2011,Mercedes-Benz,SPRINTER,164,24.39,414000,410000,"Seisontajarrun
dynamometritesti","Ohjausnivelet ja
-tangot","Käyttöjarrun
dynamometritesti"
2011,Mercedes-Benz,VITO,153,28.76,318000,325000,"Seisontajarrun
dynamometritesti",Etuakselisto,"Jousitus ja
iskunvaimennus"
2011,Mini,Mallit yhteensä,350,6.29,96000,89000,,,
2011,Mini,COOPER,334,6.29,97000,89000,,,
2011,Mitsubishi,Mallit yhteensä,1502,7.99,136000,131000,Käyttöjarru,"Jousitus ja
iskunvaimennus","Käyttöjarrun
dynamometritesti"
2011,Mitsubishi,ASX,828,5.56,134000,126000,Käyttöjarru,"Käyttöjarrun
dynamometritesti","Jousitus ja
iskunvaimennus"
2011,Mitsubishi,LANCER,138,5.8,94000,92000,,,
2011,Mitsubishi,OUTLANDER,428,14.95,163000,159000,Käyttöjarru,"Ohjausnivelet ja
-tangot","Sisäinen
valvontajärjestelmä
(OBD)"
2011,Nissan,Mallit yhteensä,7438,15.53,117000,111000,Etuakselisto,Käyttöjarru,"Seisontajarrun
dynamometritesti"
2011,Nissan,JUKE,1190,16.89,105000,99000,Etuakselisto,"Ohjausnivelet ja
-tangot",Käyttöjarru
2011,Nissan,MICRA,934,11.46,78000,73000,Etuakselisto,"Käyttöjarrun
dynamometritesti","Sisäinen
valvontajärjestelmä
(OBD)"
2011,Nissan,NOTE,677,18.17,96000,90000,Etuakselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
2011,Nissan,QASHQAI,2908,12.96,123000,117000,Etuakselisto,"Seisontajarrun
dynamometritesti",Käyttöjarru
2011,Nissan,QASHQAI+2,1440,20.07,143000,137000,Etuakselisto,"Seisontajarrun
dynamometritesti",Käyttöjarru
2011,Nissan,X-TRAIL,101,12.87,164000,159000,,,
2011,Opel,Mallit yhteensä,5219,9.6,124000,116000,Käyttöjarru,"Jousitus ja
iskunvaimennus","Käyttöjarrun
dynamometritesti"
2011,Opel,ASTRA,3188,8.66,122000,116000,Käyttöjarru,"Seisontajarrun
dynamometritesti","Sisäinen
valvontajärjestelmä
(OBD)"
2011,Opel,CORSA,697,11.76,85000,80000,"Jousitus ja
iskunvaimennus",,
2011,Opel,INSIGNIA,847,9.68,165000,161000,Käyttöjarru,"Jousitus ja
iskunvaimennus","Käyttöjarrun
dynamometritesti"
2011,Opel,MERIVA,231,9.96,96000,89000,"Ohjausnivelet ja
-tangot",,
2011,Opel,ZAFIRA,232,13.36,143000,130000,Etuakselisto,,
2011,Peugeot,Mallit yhteensä,4060,14.09,125000,116000,Etuakselisto,Käyttöjarru,"Jousitus ja
iskunvaimennus"
2011,Peugeot,107,159,8.18,74000,74000,,,
2011,Peugeot,206,224,12.5,79000,74000,"Ohjausnivelet ja
-tangot",,
2011,Peugeot,207,607,14.83,90000,84000,Etuakselisto,"Käyttöjarrun
dynamometritesti","Sisäinen
valvontajärjestelmä
(OBD)"
2011,Peugeot,3008,662,17.37,129000,125000,Etuakselisto,Käyttöjarru,
2011,Peugeot,308,785,16.18,121000,111000,Etuakselisto,Käyttöjarru,Renkaat ja vanteet
2011,Peugeot,5008,256,24.22,160000,152000,Etuakselisto,"Jousitus ja
iskunvaimennus",Renkaat ja vanteet
2011,Peugeot,508,1138,8.96,157000,148000,"Jousitus ja
iskunvaimennus",Käyttöjarru,
2011,Peugeot,RCZ,165,15.76,95000,87000,,,
2011,Porsche,Mallit yhteensä,194,8.76,126000,126000,,,
2011,Porsche,CAYENNE,126,10.32,147000,145000,,,
2011,Renault,Mallit yhteensä,1870,21.87,120000,114000,Etuakselisto,"Jousitus ja
iskunvaimennus","Ohjausnivelet ja
-tangot"
2011,Renault,CLIO,292,33.22,90000,83000,Etuakselisto,"Jousitus ja
iskunvaimennus","Käyttöjarrun
dynamometritesti"
2011,Renault,LAGUNA,314,14.33,154000,151000,"Jousitus ja
iskunvaimennus",,
2011,Renault,MEGANE,774,18.86,115000,109000,Etuakselisto,Käyttöjarru,"Käyttöjarrun
dynamometritesti"
2011,Renault,"MEGANE
SCENIC",325,21.54,142000,137000,Etuakselisto,"Jousitus ja
iskunvaimennus","Ohjausnivelet ja
-tangot"
2011,Renault,TWINGO,140,32.86,68000,65000,"Ohjausnivelet ja
-tangot",Etuakselisto,"Käyttöjarrun
dynamometritesti"
2011,Saab,Mallit yhteensä,320,8.44,153000,142000,Taka-akselisto,,
2011,Saab,9-3,235,9.36,155000,143000,Taka-akselisto,,
2011,Seat,Mallit yhteensä,1886,9.86,134000,124000,Käyttöjarru,Etuakselisto,"Jousitus ja
iskunvaimennus"
