Käyttöönottovuosi,Merkki,Malli,Katsastusten lukumäärä,Hylkäys-%,Ajettujen kilometrien keskiarvo,Ajettujen kilometrien mediaani,Yleisin hylkäyssyy,Toiseksi yleisin hylkäyssyy,Kolmanneksi yleisin hylkäyssyy
Vuodet yhteensä,Kia,MAGENTIS,739,33.15,186000,179000,Käyttöjarru,Taka-akselisto,"Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Kia,NIRO,249,4.02,52000,50000,,,
Vuodet yhteensä,Kia,OPTIMA,577,11.09,93000,77000,"Ohjausnivelet ja
-tangot",Etuakselisto,Taka-akselisto
Vuodet yhteensä,Kia,PICANTO,1721,17.66,86000,71000,"Seisontajarrun
dynamometritesti","Käyttöjarrun
dynamometritesti",Käyttöjarru
Vuodet yhteensä,Kia,RIO,7038,8.92,71000,58000,Käyttöjarru,Etuakselisto,"Käyttöjarrun
dynamometritesti"
Vuodet yhteensä,Kia,SORENTO,2791,31.49,224000,222000,"Seisontajarrun
dynamometritesti",Etuakselisto,Käyttöjarru
Vuodet yhteensä,Kia,SOUL,446,15.25,94000,83000,Käyttöjarru,"Seisontajarrun
dynamometritesti",Etuakselisto
Vuodet yhteensä,Kia,SPORTAGE,5526,22.08,147000,134000,Etuakselisto,Käyttöjarru,"Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Kia,VENGA,1845,8.02,76000,68000,Käyttöjarru,"Jousitus ja
iskunvaimennus",
Vuodet yhteensä,Lada,Mallit yhteensä,392,30.61,74000,66000,Etuakselisto,"Sisäinen
valvontajärjestelmä
(OBD)","Bensiinimoottorin
pakokaasumittaus"
Vuodet yhteensä,Lada,4X4,275,29.82,68000,61000,Etuakselisto,"Sisäinen
valvontajärjestelmä
(OBD)","Bensiinimoottorin
pakokaasumittaus"
Vuodet yhteensä,Lada-Vaz,Mallit yhteensä,419,35.8,106000,98000,"Alustan kotelot ja
pohjalevy","Käyttöjarrun
dynamometritesti","Sisäinen
valvontajärjestelmä
(OBD)"
Vuodet yhteensä,Lada-Vaz,111,129,39.53,108000,109000,"Alustan kotelot ja
pohjalevy","Käyttöjarrun
dynamometritesti",Käyttöjarru
Vuodet yhteensä,Lada-Vaz,112,283,33.92,104000,95000,"Alustan kotelot ja
pohjalevy","Käyttöjarrun
dynamometritesti","Sisäinen
valvontajärjestelmä
(OBD)"
Vuodet yhteensä,Lancia,Mallit yhteensä,126,22.22,143000,139000,Etuakselisto,,
Vuodet yhteensä,Land Rover,Mallit yhteensä,3163,21.85,215000,212000,Taka-akselisto,"Ohjausnivelet ja
-tangot",Etuakselisto
Vuodet yhteensä,Land Rover,DEFENDER,222,19.82,151000,144000,"Ohjausnivelet ja
-tangot","Turvavyöt ja
-varusteet","Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Land Rover,DISCOVERY,746,26.01,268000,258000,Taka-akselisto,"Ohjausnivelet ja
-tangot",Etuakselisto
Vuodet yhteensä,Land Rover,"DISCOVERY
SPORT",120,2.5,71000,67000,,,
Vuodet yhteensä,Land Rover,FREELANDER,945,23.7,242000,236000,"Ohjausnivelet ja
-tangot","Seisontajarrun
dynamometritesti","Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Land Rover,RANGE ROVER,217,29.03,208000,210000,Taka-akselisto,Etuakselisto,Käyttöjarru
Vuodet yhteensä,Land Rover,"RANGE ROVER
EVOQUE",255,5.88,102000,101000,,,
Vuodet yhteensä,Land Rover,"RANGE ROVER
SPORT",653,22.51,213000,211000,"Jousitus ja
iskunvaimennus",Etuakselisto,Taka-akselisto
Vuodet yhteensä,Lexus,Mallit yhteensä,3237,10.94,169000,165000,"Seisontajarrun
dynamometritesti",Käyttöjarru,"Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Lexus,CT200H,370,2.97,106000,98000,,,
Vuodet yhteensä,Lexus,GS450H,198,18.69,178000,176000,"Seisontajarrun
dynamometritesti",,
Vuodet yhteensä,Lexus,IS220D,302,18.21,259000,248000,Käyttöjarru,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Lexus,IS250,487,11.91,182000,178000,"Seisontajarrun
dynamometritesti","Sisäinen
valvontajärjestelmä
(OBD)",
Vuodet yhteensä,Lexus,IS300H,241,2.9,89000,84000,,,
Vuodet yhteensä,Lexus,NX300H,137,1.46,75000,71000,,,
Vuodet yhteensä,Lexus,RX400H,541,16.08,213000,212000,"Seisontajarrun
dynamometritesti",Käyttöjarru,Etuakselisto
Vuodet yhteensä,Lexus,RX450H,460,5.22,144000,143000,"Jousitus ja
iskunvaimennus",,
Vuodet yhteensä,Mazda,Mallit yhteensä,32045,26.98,177000,177000,Etuakselisto,"Alustan kotelot ja
pohjalevy",Käyttöjarru
Vuodet yhteensä,Mazda,2,1968,21.09,118000,112000,Etuakselisto,"Ohjausnivelet ja
-tangot","Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Mazda,3,7891,28.94,151000,150000,Etuakselisto,"Jousitus ja
iskunvaimennus","Sisäinen
valvontajärjestelmä
(OBD)"
Vuodet yhteensä,Mazda,5,1854,42.13,206000,204000,Etuakselisto,"Bensiinimoottorin
pakokaasumittaus","Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Mazda,6,17923,26.75,199000,198000,"Alustan kotelot ja
pohjalevy",Käyttöjarru,"Käyttöjarrun
dynamometritesti"
Vuodet yhteensä,Mazda,CX-3,465,1.51,45000,41000,,,
Vuodet yhteensä,Mazda,CX-5,944,2.97,100000,93000,Käyttöjarru,,
Vuodet yhteensä,Mazda,CX-7,314,30.57,181000,181000,"Seisontajarrun
dynamometritesti","Ohjausnivelet ja
-tangot",Etuakselisto
Vuodet yhteensä,Mazda,MPV,104,60.58,250000,252000,"Alustan kotelot ja
pohjalevy","Seisontajarrun
dynamometritesti",Etuakselisto
Vuodet yhteensä,Mazda,MX-5,159,5.03,97000,94000,,,
Vuodet yhteensä,Mazda,PREMACY,279,53.41,215000,219000,"Alustan kotelot ja
pohjalevy",Kori,Käyttöjarru
Vuodet yhteensä,Mazda,RX-8,130,13.08,134000,131000,,,
Vuodet yhteensä,Mercedes-Benz,Mallit yhteensä,77360,23.3,222000,203000,Etuakselisto,"Seisontajarrun
dynamometritesti","Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Mercedes-Benz,A,6338,14.47,122000,110000,"Jousitus ja
iskunvaimennus",Käyttöjarru,"Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Mercedes-Benz,B,4018,18.29,148000,134000,"Jousitus ja
iskunvaimennus",Etuakselisto,"Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Mercedes-Benz,C,25416,26.68,216000,205000,Etuakselisto,"Seisontajarrun
dynamometritesti","Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Mercedes-Benz,CL,225,24.44,139000,141000,Etuakselisto,"Jousitus ja
iskunvaimennus","Ohjausnivelet ja
-tangot"
Vuodet yhteensä,Mercedes-Benz,CLA,1260,4.68,66000,59000,Renkaat ja vanteet,"Jousitus ja
iskunvaimennus",
Vuodet yhteensä,Mercedes-Benz,CLK,681,34.8,197000,187000,Etuakselisto,"Jousitus ja
iskunvaimennus","Ohjausnivelet ja
-tangot"
Vuodet yhteensä,Mercedes-Benz,CLS,1497,24.25,190000,186000,Etuakselisto,"Ohjausnivelet ja
-tangot","Sisäinen
valvontajärjestelmä
(OBD)"
Vuodet yhteensä,Mercedes-Benz,E,22362,24.87,279000,264000,Etuakselisto,"Ohjausnivelet ja
-tangot","Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Mercedes-Benz,GL,568,20.42,233000,230000,"Jousitus ja
iskunvaimennus",Käyttöjarru,"Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Mercedes-Benz,GLA,554,3.61,72000,61000,,,
Vuodet yhteensä,Mercedes-Benz,GLC,480,6.04,67000,62000,Etuakselisto,,
Vuodet yhteensä,Mercedes-Benz,GLE,227,4.41,66000,60000,,,
Vuodet yhteensä,Mercedes-Benz,GLK,1614,14.68,174000,169000,Etuakselisto,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Mercedes-Benz,M,3719,22.05,247000,240000,"Jousitus ja
iskunvaimennus",Käyttöjarru,"Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Mercedes-Benz,R,1080,23.98,255000,252000,Käyttöjarru,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Mercedes-Benz,S,1590,20.38,199000,192000,Etuakselisto,"Seisontajarrun
dynamometritesti","Sisäinen
valvontajärjestelmä
(OBD)"
Vuodet yhteensä,Mercedes-Benz,SL,113,7.96,100000,101000,,,
Vuodet yhteensä,Mercedes-Benz,SLK,958,17.43,129000,125000,"Jousitus ja
iskunvaimennus",Etuakselisto,"Sisäinen
valvontajärjestelmä
(OBD)"
Vuodet yhteensä,Mercedes-Benz,SPRINTER,1817,24.16,388000,372000,"Seisontajarrun
dynamometritesti","Ohjausnivelet ja
-tangot",Käyttöjarru
Vuodet yhteensä,Mercedes-Benz,V-KLASSE,137,14.6,118000,100000,,,
Vuodet yhteensä,Mercedes-Benz,VIANO,543,39.78,277000,264000,"Seisontajarrun
dynamometritesti","Alustan kotelot ja
pohjalevy",Etuakselisto
Vuodet yhteensä,Mercedes-Benz,VITO,1462,35.02,312000,301000,"Seisontajarrun
dynamometritesti","Alustan kotelot ja
pohjalevy",Etuakselisto
Vuodet yhteensä,Mini,Mallit yhteensä,2972,17.26,126000,122000,Etuakselisto,"Sisäinen
valvontajärjestelmä
(OBD)",Käyttöjarru
Vuodet yhteensä,Mini,COOPER,2748,17.47,128000,124000,Etuakselisto,Käyttöjarru,"Sisäinen
valvontajärjestelmä
(OBD)"
Vuodet yhteensä,Mini,"COOPER
CLUBMAN",175,17.71,106000,105000,"Sisäinen
valvontajärjestelmä
(OBD)","Bensiinimoottorin
pakokaasumittaus","Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Mitsubishi,Mallit yhteensä,12661,20.88,165000,153000,"Ohjausnivelet ja
-tangot",Etuakselisto,Käyttöjarru
Vuodet yhteensä,Mitsubishi,ASX,2655,6.03,94000,84000,"Seisontajarrun
dynamometritesti",Käyttöjarru,
Vuodet yhteensä,Mitsubishi,COLT,1547,15.38,135000,129000,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti","Käyttöjarrun
dynamometritesti"
Vuodet yhteensä,Mitsubishi,GRANDIS,987,42.55,274000,266000,Etuakselisto,"Ohjausnivelet ja
-tangot",Käyttöjarru
Vuodet yhteensä,Mitsubishi,LANCER,2775,26.34,174000,171000,"Ohjausnivelet ja
-tangot",Taka-akselisto,Käyttöjarru
Vuodet yhteensä,Mitsubishi,OUTLANDER,3555,23.57,180000,174000,Taka-akselisto,"Ohjausnivelet ja
-tangot",Etuakselisto
Vuodet yhteensä,Mitsubishi,PAJERO,749,24.97,255000,255000,Etuakselisto,Käyttöjarru,"Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Mitsubishi,SPACE STAR,291,13.4,90000,54000,"Seisontajarrun
dynamometritesti",Käyttöjarru,
Vuodet yhteensä,Nissan,Mallit yhteensä,70572,24.18,157000,150000,Etuakselisto,"Seisontajarrun
dynamometritesti",Käyttöjarru
Vuodet yhteensä,Nissan,350Z,131,15.27,138000,136000,"Bensiinimoottorin
pakokaasumittaus",,
Vuodet yhteensä,Nissan,ALMERA,8998,22.97,176000,172000,"Seisontajarrun
dynamometritesti",Käyttöjarru,"Käyttöjarrun
dynamometritesti"
Vuodet yhteensä,Nissan,ALMERA TINO,1293,29.23,192000,189000,"Seisontajarrun
dynamometritesti",Etuakselisto,Käyttöjarru
Vuodet yhteensä,Nissan,JUKE,1730,15.9,93000,88000,Etuakselisto,"Ohjausnivelet ja
-tangot",Käyttöjarru
Vuodet yhteensä,Nissan,LEAF,190,4.21,54000,45000,,,
Vuodet yhteensä,Nissan,MAXIMA QX,656,28.96,228000,226000,Etuakselisto,Käyttöjarru,"Alustan kotelot ja
pohjalevy"
Vuodet yhteensä,Nissan,MICRA,6504,22.28,121000,114000,Etuakselisto,"Ohjausnivelet ja
-tangot","Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Nissan,MURANO,242,26.86,194000,197000,Etuakselisto,Käyttöjarru,"Ohjausnivelet ja
-tangot"
Vuodet yhteensä,Nissan,NOTE,6541,20.84,127000,119000,Etuakselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
Vuodet yhteensä,Nissan,PATHFINDER,587,45.66,304000,293000,Taka-akselisto,Etuakselisto,"Ohjausnivelet ja
-tangot"
Vuodet yhteensä,Nissan,PRIMERA,12877,33.06,214000,211000,Etuakselisto,Käyttöjarru,"Ohjausnivelet ja
-tangot"
Vuodet yhteensä,Nissan,PULSAR,752,2.39,50000,46000,,,
Vuodet yhteensä,Nissan,QASHQAI,19847,18.82,123000,107000,Etuakselisto,Käyttöjarru,"Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Nissan,QASHQAI+2,3119,31.1,167000,159000,Etuakselisto,"Seisontajarrun
dynamometritesti",Käyttöjarru
Vuodet yhteensä,Nissan,TERRANO II,128,50,298000,296000,Runko,Etuakselisto,"Ohjausnivelet ja
-tangot"
Vuodet yhteensä,Nissan,TIIDA,2424,25.58,136000,128000,Etuakselisto,Käyttöjarru,"Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Nissan,X-TRAIL,4264,29.34,207000,210000,Etuakselisto,"Ohjausnivelet ja
-tangot","Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Opel,Mallit yhteensä,49887,23.85,163000,157000,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti",Käyttöjarru
Vuodet yhteensä,Opel,ADAM,178,11.24,49000,48000,"Jousitus ja
iskunvaimennus",,
Vuodet yhteensä,Opel,AMPERA,218,16.51,123000,121000,"Sisäinen
valvontajärjestelmä
(OBD)",Käyttöjarru,"Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Opel,ANTARA,160,30.63,200000,207000,Etuakselisto,Käyttöjarru,"Ohjausnivelet ja
-tangot"
Vuodet yhteensä,Opel,ASTRA,23626,22.98,157000,152000,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti",Käyttöjarru
Vuodet yhteensä,Opel,COMBO,208,38.94,188000,187000,"Jousitus ja
iskunvaimennus","Ohjausnivelet ja
-tangot","Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Opel,CORSA,5347,18.31,105000,93000,"Jousitus ja
iskunvaimennus","Ohjausnivelet ja
-tangot","Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Opel,INSIGNIA,4281,12.85,153000,142000,Taka-akselisto,Käyttöjarru,"Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Opel,KARL,356,1.97,36000,31000,,,
Vuodet yhteensä,Opel,MERIVA,1693,28.59,149000,149000,"Ohjausnivelet ja
-tangot","Seisontajarrun
dynamometritesti","Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Opel,MOKKA,2376,3.62,68000,63000,"Sisäinen
valvontajärjestelmä
(OBD)",,
Vuodet yhteensä,Opel,TIGRA,144,25,132000,126000,"Ohjausnivelet ja
-tangot","Jousitus ja
iskunvaimennus",Käyttöjarru
Vuodet yhteensä,Opel,VECTRA,7429,36.65,245000,241000,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti",Taka-akselisto
Vuodet yhteensä,Opel,VIVARO,235,41.28,217000,212000,"Ohjausnivelet ja
-tangot","Seisontajarrun
dynamometritesti",Etuakselisto
Vuodet yhteensä,Opel,ZAFIRA,2980,42.45,242000,237000,Etuakselisto,"Seisontajarrun
dynamometritesti","Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Opel,ZAFIRA TOURER,553,7.41,129000,119000,Käyttöjarru,"Jousitus ja
iskunvaimennus",Renkaat ja vanteet
Vuodet yhteensä,Peugeot,Mallit yhteensä,48463,28.06,170000,163000,Etuakselisto,"Ohjausnivelet ja
-tangot","Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Peugeot,1007,198,31.82,126000,119000,Etuakselisto,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Peugeot,107,829,14.23,109000,100000,"Käyttöjarrun
dynamometritesti",Etuakselisto,Käyttöjarru
Vuodet yhteensä,Peugeot,2008,599,5.84,59000,54000,Etuakselisto,,
Vuodet yhteensä,Peugeot,206,7463,29.2,142000,137000,Etuakselisto,"Ohjausnivelet ja
-tangot","Sisäinen
valvontajärjestelmä
(OBD)"
Vuodet yhteensä,Peugeot,207,5423,28.6,141000,133000,Etuakselisto,"Käyttöjarrun
dynamometritesti","Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Peugeot,208,1885,3.98,54000,47000,Etuakselisto,,
Vuodet yhteensä,Peugeot,3008,2002,24.58,148000,144000,Etuakselisto,"Ohjausnivelet ja
-tangot",Käyttöjarru
Vuodet yhteensä,Peugeot,307,11717,36.14,208000,203000,"Ohjausnivelet ja
-tangot",Etuakselisto,"Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Peugeot,308,5873,20.55,141000,130000,Etuakselisto,Käyttöjarru,"Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Peugeot,4007,164,35.98,245000,244000,"Ohjausnivelet ja
-tangot",Etuakselisto,Käyttöjarru
Vuodet yhteensä,Peugeot,406,603,43.62,259000,248000,"Seisontajarrun
dynamometritesti",Etuakselisto,Taka-akselisto
Vuodet yhteensä,Peugeot,407,7156,31.23,219000,213000,Etuakselisto,Käyttöjarru,"Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Peugeot,5008,637,26.69,177000,168000,Etuakselisto,Käyttöjarru,"Ohjausnivelet ja
-tangot"
Vuodet yhteensä,Peugeot,508,1745,9.51,139000,131000,Etuakselisto,Käyttöjarru,"Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Peugeot,607,566,36.22,260000,246000,Etuakselisto,"Sisäinen
valvontajärjestelmä
(OBD)","Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Peugeot,807,438,50.68,247000,243000,"Seisontajarrun
dynamometritesti",Etuakselisto,"Sisäinen
valvontajärjestelmä
(OBD)"
Vuodet yhteensä,Peugeot,EXPERT,100,45,309000,258000,Etuakselisto,"Seisontajarrun
dynamometritesti","Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Peugeot,PARTNER,786,29.26,187000,190000,Etuakselisto,"Ohjausnivelet ja
-tangot","Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Peugeot,RCZ,165,13.33,97000,94000,,,
Vuodet yhteensä,Porsche,Mallit yhteensä,1757,8.99,119000,105000,"Sisäinen
valvontajärjestelmä
(OBD)",Käyttöjarru,Etuakselisto
Vuodet yhteensä,Porsche,911,480,6.46,87000,82000,,,
Vuodet yhteensä,Porsche,BOXSTER,136,7.35,84000,81000,,,
Vuodet yhteensä,Porsche,CAYENNE,696,13.22,164000,165000,Käyttöjarru,"Sisäinen
valvontajärjestelmä
(OBD)",Etuakselisto
Vuodet yhteensä,Porsche,CAYMAN,136,6.62,92000,91000,,,
Vuodet yhteensä,Porsche,MACAN,163,0.61,80000,73000,,,
Vuodet yhteensä,Porsche,PANAMERA,106,10.38,121000,102000,"Sisäinen
valvontajärjestelmä
(OBD)",,
Vuodet yhteensä,Renault,Mallit yhteensä,28362,34.99,158000,155000,Etuakselisto,"Ohjausnivelet ja
-tangot","Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Renault,CAPTUR,1097,10.57,47000,43000,Etuakselisto,Valmistajan kilpi,"Käyttöjarrun
dynamometritesti"
Vuodet yhteensä,Renault,CLIO,6382,29.85,103000,94000,Etuakselisto,"Jousitus ja
iskunvaimennus","Ohjausnivelet ja
-tangot"
Vuodet yhteensä,Renault,ESPACE,354,39.83,225000,238000,"Ohjausnivelet ja
-tangot",Etuakselisto,"Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Renault,KADJAR,894,2.46,58000,53000,,,
Vuodet yhteensä,Renault,KANGOO,235,40,185000,180000,Etuakselisto,"Ohjausnivelet ja
-tangot",
Vuodet yhteensä,Renault,LAGUNA,3160,42.31,213000,211000,Etuakselisto,"Ohjausnivelet ja
-tangot","Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Renault,MEGANE,9461,37.67,181000,179000,Etuakselisto,"Ohjausnivelet ja
-tangot","Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Renault,MEGANE SCENIC,4750,44.46,196000,194000,Etuakselisto,"Ohjausnivelet ja
-tangot","Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Renault,MODUS,573,39.09,143000,140000,"Seisontajarrun
dynamometritesti","Ohjausnivelet ja
-tangot","Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Renault,TALISMAN,188,4.79,66000,63000,,,
Vuodet yhteensä,Renault,TRAFIC,218,50.92,248000,247000,Etuakselisto,"Ohjausnivelet ja
-tangot","Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Renault,TWINGO,940,27.45,102000,94000,Etuakselisto,"Ohjausnivelet ja
-tangot","Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Saab,Mallit yhteensä,10069,24.36,230000,224000,Taka-akselisto,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Saab,9-3,6445,26.04,225000,221000,Taka-akselisto,"Jousitus ja
iskunvaimennus",Etuakselisto
Vuodet yhteensä,Saab,9-5,3606,21.38,239000,232000,Taka-akselisto,"Seisontajarrun
dynamometritesti",Käyttöjarru
Vuodet yhteensä,Seat,Mallit yhteensä,14128,17.61,166000,149000,Käyttöjarru,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Seat,ALHAMBRA,583,18.7,200000,190000,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti",Etuakselisto
Vuodet yhteensä,Seat,ALTEA,667,27.89,231000,222000,Käyttöjarru,"Jousitus ja
iskunvaimennus","Käyttöjarrun
dynamometritesti"
Vuodet yhteensä,Seat,ALTEA XL,1599,22.7,219000,217000,"Jousitus ja
iskunvaimennus",Käyttöjarru,"Käyttöjarrun
dynamometritesti"
Vuodet yhteensä,Seat,ATECA,127,0.79,58000,57000,,,
Vuodet yhteensä,Seat,CORDOBA,603,30.85,227000,214000,Käyttöjarru,"Seisontajarrun
dynamometritesti","Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Seat,EXEO,499,15.03,182000,174000,Käyttöjarru,Etuakselisto,"Sisäinen
valvontajärjestelmä
(OBD)"
Vuodet yhteensä,Seat,IBIZA,2155,20.09,134000,131000,"Seisontajarrun
dynamometritesti",Käyttöjarru,"Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Seat,IBIZA ST,829,7.36,97000,92000,Käyttöjarru,Renkaat ja vanteet,
Vuodet yhteensä,Seat,LEON,3931,18.19,184000,177000,Käyttöjarru,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Seat,LEON ST,1356,2.36,83000,74000,,,
Vuodet yhteensä,Seat,MII,134,5.97,55000,50000,,,
Vuodet yhteensä,Seat,TOLEDO,1605,19.44,171000,101000,Käyttöjarru,"Seisontajarrun
dynamometritesti",Etuakselisto
Vuodet yhteensä,Skoda,Mallit yhteensä,69502,15.21,178000,165000,"Jousitus ja
iskunvaimennus",Käyttöjarru,Etuakselisto
Vuodet yhteensä,Skoda,CITIGO,624,5.93,58000,51000,"Käyttöjarrun
dynamometritesti",,
Vuodet yhteensä,Skoda,FABIA,8903,19.82,144000,131000,Käyttöjarru,"Käyttöjarrun
dynamometritesti","Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Skoda,OCTAVIA,44608,15.93,195000,185000,"Jousitus ja
iskunvaimennus",Käyttöjarru,Etuakselisto
Vuodet yhteensä,Skoda,RAPID,2344,3.24,74000,70000,Käyttöjarru,,
Vuodet yhteensä,Skoda,ROOMSTER,1891,22.69,181000,170000,"Seisontajarrun
dynamometritesti",Käyttöjarru,"Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Skoda,SUPERB,8020,12.09,188000,180000,"Jousitus ja
iskunvaimennus",Etuakselisto,Renkaat ja vanteet
Vuodet yhteensä,Skoda,YETI,3108,6.05,117000,102000,"Jousitus ja
iskunvaimennus",Käyttöjarru,
Vuodet yhteensä,Smart,Mallit yhteensä,1377,20.04,115000,109000,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti","Sisäinen
valvontajärjestelmä
(OBD)"
Vuodet yhteensä,Smart,FORFOUR,666,26.28,147000,148000,"Seisontajarrun
dynamometritesti",Käyttöjarru,"Sisäinen
valvontajärjestelmä
(OBD)"
Vuodet yhteensä,Smart,FORTWO,639,15.02,82000,79000,"Jousitus ja
iskunvaimennus",Etuakselisto,"Sisäinen
valvontajärjestelmä
(OBD)"
Vuodet yhteensä,Ssangyong,Mallit yhteensä,128,17.97,73000,53000,,,
Vuodet yhteensä,Subaru,Mallit yhteensä,10195,14.3,176000,174000,Taka-akselisto,Etuakselisto,Käyttöjarru
Vuodet yhteensä,Subaru,FORESTER,4858,13.92,174000,170000,Taka-akselisto,Etuakselisto,Käyttöjarru
Vuodet yhteensä,Subaru,IMPREZA,1122,19.43,172000,172000,"Bensiinimoottorin
pakokaasumittaus","Jousitus ja
iskunvaimennus","Sisäinen
valvontajärjestelmä
(OBD)"
Vuodet yhteensä,Subaru,LEGACY,3532,14.86,199000,199000,Etuakselisto,Taka-akselisto,Käyttöjarru
Vuodet yhteensä,Subaru,XV,441,6.12,82000,73000,Etuakselisto,,
Vuodet yhteensä,Suzuki,Mallit yhteensä,8138,14.25,130000,121000,Etuakselisto,"Jousitus ja
iskunvaimennus","Käyttöjarrun
dynamometritesti"
Vuodet yhteensä,Suzuki,ALTO,538,9.48,92000,87000,Etuakselisto,"Käyttöjarrun
dynamometritesti",Käyttöjarru
Vuodet yhteensä,Suzuki,GRAND VITARA,1536,13.48,196000,189000,Taka-akselisto,"Jousitus ja
iskunvaimennus",Etuakselisto
Vuodet yhteensä,Suzuki,IGNIS,232,26.29,173000,172000,Etuakselisto,"Jousitus ja
iskunvaimennus",Renkaat ja vanteet
Vuodet yhteensä,Suzuki,JIMNY,422,13.74,129000,122000,"Bensiinimoottorin
pakokaasumittaus","Käyttöjarrun
dynamometritesti","Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Suzuki,LIANA,668,26.35,166000,165000,Etuakselisto,"Käyttöjarrun
dynamometritesti","Jousitus ja
iskunvaimennus"
Vuodet yhteensä,Suzuki,SWIFT,1335,18.95,124000,118000,Etuakselisto,"Käyttöjarrun
dynamometritesti","Seisontajarrun
dynamometritesti"
Vuodet yhteensä,Suzuki,SX4,2445,12.72,114000,104000,"Jousitus ja
iskunvaimennus",Etuakselisto,Käyttöjarru
Vuodet yhteensä,Suzuki,VITARA,834,1.2,49000,45000,,,
Vuodet yhteensä,Tesla Motors,Mallit yhteensä,268,12.31,100000,80000,Etuakselisto,,
Vuodet yhteensä,Tesla Motors,MODEL S,231,10.39,106000,87000,Etuakselisto,,
Vuodet yhteensä,Toyota,Mallit yhteensä,161323,12.14,172000,161000,Käyttöjarru,"Seisontajarrun
dynamometritesti","Käyttöjarrun
dynamometritesti"
Vuodet yhteensä,Toyota,AURIS,18664,6.13,114000,99000,"Seisontajarrun
dynamometritesti",Käyttöjarru,"Käyttöjarrun
dynamometritesti"
Vuodet yhteensä,Toyota,AVENSIS,40937,12.84,197000,189000,Etuakselisto,Käyttöjarru,"Seisontajarrun
dynamometritesti"
